case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,Span,Ordered,Part,Worker ID,Report Type,Completed,Rejected,MRB,Rework
Case 271,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 18:00:00,2012-03-05 20:20:00,002:20,150,Cable Head,ID4872,D,0,0,0,
Case 271,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-06 12:14:00,2012-03-06 16:04:00,003:50,150,Cable Head,ID4528,D,0,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-03-08 12:03:00,2012-03-08 12:05:00,000:02,150,Cable Head,ID4493,D,12,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-03-08 14:01:00,2012-03-08 15:16:00,000:00,150,Cable Head,ID4493,D,0,2,0,
Case 271,Packing,Packing,2012-03-09 00:00:00,2012-03-09 01:00:00,000:00,150,Cable Head,ID4820,D,12,0,0,
Case 271,Final Inspection Q.C.,Quality Check 1,2012-03-12 11:59:00,2012-03-12 13:14:00,000:00,150,Cable Head,ID4493,D,6,0,1,
Case 271,Packing,Packing,2012-03-12 12:00:00,2012-03-12 13:00:00,000:00,150,Cable Head,ID4493,D,0,0,0,
Case 271,Packing,Packing,2012-03-13 00:00:00,2012-03-13 01:00:00,000:00,150,Cable Head,ID4820,D,6,0,0,
Case 271,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,000:00,150,Cable Head,ID4820,D,1,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 11:29:00,2012-02-01 16:02:00,004:33,53,Cable Head,ID4167,S,0,0,0,
Case 38,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-01 16:02:00,2012-02-01 16:43:00,000:41,53,Cable Head,ID4429,S,1,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 19:46:00,2012-02-01 21:18:00,001:32,53,Cable Head,ID4932,S,0,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 21:18:00,2012-02-01 22:56:00,001:38,53,Cable Head,ID4932,D,2,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 22:57:00,2012-02-01 23:38:00,000:41,53,Cable Head,ID4932,S,0,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 23:39:00,2012-02-02 06:44:00,007:05,53,Cable Head,ID4932,D,16,0,0,
Case 38,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-02 08:08:00,2012-02-02 09:23:00,000:00,53,Cable Head,ID0997,D,0,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-02 08:09:00,2012-02-02 09:13:00,001:04,53,Cable Head,ID0997,D,2,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-02 09:23:00,2012-02-02 16:08:00,006:45,53,Cable Head,ID4167,D,14,0,0,
Case 38,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-02 16:14:00,2012-02-02 19:44:00,003:30,53,Cable Head,ID4429,D,8,0,0,
Case 38,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-02 19:47:00,2012-02-03 00:06:00,004:19,53,Cable Head,ID4932,D,10,0,0,
Case 38,Turning & Milling Q.C.,Quality Check 1,2012-02-05 09:28:00,2012-02-05 11:29:00,002:01,53,Cable Head,ID4493,D,53,0,0,
Case 38,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-06 08:20:00,2012-02-06 09:39:00,001:19,53,Cable Head,ID0998,D,53,0,0,
Case 38,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 00:00:00,2012-03-04 01:15:00,000:00,53,Cable Head,ID4882,D,0,0,0,
Case 38,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 11:34:00,2012-03-04 16:56:00,005:22,53,Cable Head,ID0998,D,53,0,0,
Case 38,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-04 16:24:00,2012-03-04 17:56:00,001:32,53,Cable Head,ID4385,S,0,0,0,
Case 38,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-04 20:26:00,2012-03-05 07:11:00,010:45,53,Cable Head,ID4445,D,30,0,0,
Case 38,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-05 07:10:00,2012-03-05 15:45:00,008:35,53,Cable Head,ID4385,D,23,0,0,
Case 38,Final Inspection Q.C.,Quality Check 1,2012-03-09 07:25:00,2012-03-09 12:03:00,004:38,53,Cable Head,ID4493,D,0,0,0,
Case 38,Final Inspection Q.C.,Quality Check 1,2012-03-13 16:44:00,2012-03-13 17:44:00,001:00,53,Cable Head,ID4493,D,0,2,0,
Case 38,Packing,Packing,2012-03-14 00:00:00,2012-03-14 01:00:00,000:00,53,Cable Head,ID4820,D,50,0,0,
Case 38,Final Inspection Q.C.,Quality Check 1,2012-03-14 06:53:00,2012-03-14 06:54:00,000:01,53,Cable Head,ID4493,D,50,0,0,
Case 38,Packing,Packing,2012-03-28 00:00:00,2012-03-28 01:00:00,000:00,53,Cable Head,ID4820,D,1,0,0,
Case 38,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-28 10:05:00,2012-03-28 11:27:00,001:22,53,Cable Head,ID4872,D,0,0,0,
Case 38,Final Inspection Q.C.,Quality Check 1,2012-03-28 10:36:00,2012-03-28 11:51:00,000:00,53,Cable Head,ID4493,D,1,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-31 08:27:00,2012-01-31 16:08:00,007:41,30,Cable Head,ID4167,S,0,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-31 19:48:00,2012-01-31 23:55:00,004:07,30,Cable Head,ID4932,S,2,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-31 23:56:00,2012-02-01 06:43:00,006:47,30,Cable Head,ID4932,D,23,0,0,
Case 48,Turning & Milling Q.C.,Quality Check 1,2012-02-01 07:00:00,2012-02-01 08:40:00,001:40,30,Cable Head,ID4287,D,0,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-01 09:00:00,2012-02-01 11:28:00,002:28,30,Cable Head,ID4167,D,5,0,0,
Case 48,Turning & Milling Q.C.,Quality Check 1,2012-02-01 13:50:00,2012-02-01 14:33:00,000:43,30,Cable Head,ID4287,D,29,1,0,
Case 48,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-01 14:56:00,2012-02-01 15:24:00,000:28,30,Cable Head,ID0998,D,29,0,0,
Case 48,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 15:24:00,2012-02-01 17:07:00,001:43,30,Cable Head,ID0998,D,29,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-01 18:18:00,2012-02-01 23:34:00,005:16,30,Cable Head,ID4528,S,2,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-02 07:24:00,2012-02-02 14:33:00,007:09,30,Cable Head,ID4872,D,5,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-02 19:02:00,2012-02-02 23:53:00,004:51,30,Cable Head,ID4528,D,10,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-03 06:47:00,2012-02-03 11:54:00,005:07,30,Cable Head,ID4872,D,12,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-03 09:51:00,2012-02-03 12:55:00,003:04,30,Cable Head,ID4355,S,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-05 09:09:00,2012-02-05 10:15:00,001:06,30,Cable Head,ID4385,S,0,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-05 09:11:00,2012-02-05 17:48:00,008:37,30,Cable Head,ID4528,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-05 10:17:00,2012-02-05 12:15:00,001:58,30,Cable Head,ID4385,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-05 14:04:00,2012-02-05 17:55:00,003:51,30,Cable Head,ID4385,D,0,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,2012-02-05 16:00:00,2012-02-05 17:12:00,001:12,30,Cable Head,ID4872,S,0,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,2012-02-05 17:13:00,2012-02-05 17:48:00,000:35,30,Cable Head,ID4872,D,0,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,2012-02-05 17:48:00,2012-02-05 23:44:00,005:56,30,Cable Head,ID4872,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-05 20:04:00,2012-02-05 23:42:00,003:38,30,Cable Head,ID4355,D,18,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,2012-02-06 06:59:00,2012-02-06 15:47:00,008:48,30,Cable Head,ID4528,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-06 10:06:00,2012-02-06 16:46:00,006:40,30,Cable Head,ID4872,D,11,0,0,
Case 48,Packing,Packing,2012-02-07 00:00:00,2012-02-07 01:00:00,000:00,30,Cable Head,ID4491,D,18,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,2012-02-07 06:47:00,2012-02-07 11:47:00,005:00,30,Cable Head,ID4493,D,18,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,2012-02-07 07:08:00,2012-02-07 13:37:00,006:29,30,Cable Head,ID4528,D,0,0,0,
Case 48,Packing,Packing,2012-02-13 00:00:00,2012-02-13 01:00:00,000:00,30,Cable Head,ID4820,D,9,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,2012-02-13 06:53:00,2012-02-13 09:27:00,002:34,30,Cable Head,ID4493,D,9,0,0,
Case 48,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-07 07:15:00,2012-03-07 10:30:00,003:15,30,Cable Head,ID4528,D,0,0,0,
Case 48,Packing,Packing,2012-03-08 00:00:00,2012-03-08 01:00:00,000:00,30,Cable Head,ID4820,D,2,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,2012-03-08 12:27:00,2012-03-08 13:42:00,000:00,30,Cable Head,ID4493,D,2,0,0,
